Unnamed:_0,Wedding_Type,Place,Cost_of_Type,Clothes_Bride,Clothes_Groom,Photography,Decor,Decor_Category,Entertainment,Entertainment_Category,Giftsper_piece,Gifts_Category,Invitations_Cards,Cards_Category
1432,3,6,3864331,151486,61401,274977,322544,0,209320,3,2321,1,778,0
1433,0,19,5212088,515033,360718,56250,353179,0,112792,3,1084,3,220,1
1434,4,9,3526038,122454,83061,214063,297241,0,284278,0,4464,2,137,1
1435,4,13,4481553,195383,72925,189444,474828,1,359639,0,2369,1,932,2
1436,8,16,2843609,149161,118666,284256,317152,0,227099,3,2230,1,852,2
1437,6,19,591478,87232,61834,41938,404242,1,233118,3,3330,1,807,2
1438,0,17,5110527,563482,287186,233602,405020,1,417221,0,3215,1,561,0
1439,5,4,11977803,358363,349580,166626,436038,1,159436,3,4008,2,923,2
1440,4,14,4318585,117078,130334,108303,240287,0,253949,0,1884,3,575,0
1441,0,11,5134675,681179,229261,159223,288833,0,419929,0,2303,1,270,1
1442,7,12,7653747,852645,305311,149887,566181,1,319240,0,697,0,269,1
1443,2,2,18070,26709,10289,171748,402414,1,299371,0,3370,1,526,0
1444,4,8,4444834,101115,76726,77234,342925,0,414439,0,4718,2,357,1
1445,2,12,35964,30159,7959,139716,292826,0,377417,0,4796,2,153,1
1446,2,15,87139,18191,10934,76300,400319,1,484800,0,3732,1,928,2
1447,2,2,63354,27371,7758,277866,427704,1,207661,3,1180,3,269,1
1448,8,18,1842633,82771,81421,89248,266025,0,440530,0,1359,3,658,0
1449,8,9,3226901,107996,123743,137914,154853,3,271562,0,2418,1,900,2
1450,3,3,1609440,168583,37628,106224,317290,0,223464,3,3666,1,608,0
1451,0,13,4979249,656760,358941,152789,407463,1,162654,3,4641,2,557,0
1452,7,11,5277448,671611,144357,98014,322688,0,499979,0,3517,1,967,2
1453,7,13,7154205,600963,158606,25116,104028,3,391241,0,1597,3,676,0
1454,0,11,5708014,574180,128309,71042,571695,1,414452,0,2049,1,884,2
1455,3,3,4658445,177874,39388,263786,566465,1,235877,3,4755,2,325,1
1456,7,18,8136826,885023,184881,63458,179847,3,43893,2,2889,1,580,0
1457,3,4,2978647,121910,65346,205051,396462,0,214630,3,2922,1,841,2
1458,2,4,64165,24721,7492,226975,417083,1,267067,0,1484,3,860,2
1459,4,14,4243165,117169,95432,36226,419842,1,226043,3,1788,3,534,0
1460,0,15,3088983,554078,186590,153878,286524,0,426418,0,3113,1,861,2
1461,8,13,2611752,108649,135248,150424,382672,0,54118,2,4539,2,581,0
1462,4,9,5972700,142877,137505,116823,150680,3,436611,0,3553,1,264,1
1463,1,8,2234386,60379,80624,244161,535200,1,343166,0,2926,1,183,1
1464,3,13,3483170,104289,82350,155519,158993,3,293803,0,1418,3,745,0
1466,4,18,4920659,150755,127968,53999,523059,1,222848,3,3535,1,645,0
1467,2,13,60872,28022,12128,293502,560086,1,80727,2,4045,2,918,2
1469,0,6,4308674,594078,330454,180043,335484,0,317058,0,2970,1,78,3
1470,5,2,7923817,829266,260537,270296,273763,0,350648,0,4872,2,258,1
1471,5,4,6730382,180151,271245,243761,471796,1,276265,0,3511,1,837,2
1472,0,7,4428175,609987,402854,262824,115948,3,459105,0,4285,2,815,2
1473,3,17,1512558,140455,94519,172360,118281,3,474593,0,4214,2,510,0
1474,2,16,47304,15859,5948,44226,112747,3,106931,3,2910,1,344,1
1475,4,4,6491080,208664,83194,256901,88257,3,133051,3,651,0,783,0
1476,2,6,30461,24261,11536,251278,189478,3,342660,0,4241,2,480,1
1477,0,12,5260252,627090,141989,46270,569355,1,143112,3,3554,1,916,2
1478,1,17,3199188,88655,82108,41874,457237,1,204891,3,757,0,277,1
1479,6,7,563362,78102,245773,70529,366558,0,74295,2,4389,2,546,0
1480,7,10,7894367,751055,251245,291288,89617,3,384768,0,1014,3,863,2
1481,5,7,7081064,947925,199304,148890,464849,1,275061,0,1161,3,396,1
1482,1,4,3626642,86742,51363,281225,352603,0,328004,0,4659,2,737,0
1483,3,5,3484041,147941,90917,102463,531710,1,109287,3,1220,3,176,1
1484,1,1,2505702,53685,48328,279503,525663,1,288461,0,3418,1,297,1
1485,0,8,3492744,660434,334722,102537,89754,3,145703,3,4528,2,772,0
1486,4,17,6967262,167312,114456,140999,83660,3,119584,3,2305,1,433,1
1488,6,2,357408,68682,37896,146820,128133,3,224368,3,4551,2,184,1
1489,6,14,539317,73487,559790,238121,141544,3,124667,3,4884,2,148,1
1491,0,1,4453172,617612,290288,127981,123549,3,487248,0,3610,1,886,2
1492,3,9,2207573,197471,57879,233756,273565,0,300669,0,614,0,621,0
1494,4,19,6841521,186417,90128,212784,63704,3,139734,3,3570,1,325,1
1495,4,17,7517093,125171,123721,101599,89008,3,296980,0,1294,3,549,0
1496,5,16,9868254,613133,367854,105804,393995,0,266376,0,3679,1,679,0
1497,0,0,3511224,573955,384659,192924,296834,0,20704,1,3782,1,766,0
1498,6,13,690475,75365,339976,30417,142697,3,492276,0,2311,1,468,1
1500,2,6,28303,22567,5742,87154,586737,1,214466,3,1504,3,849,2
1501,5,0,10659667,534194,589998,28536,444717,1,156317,3,3561,1,81,3
1502,1,19,1721380,94474,52400,274386,559014,1,270188,0,3313,1,476,1
1503,7,6,5711624,623305,575419,266638,408743,1,386566,0,3912,1,698,0
1505,3,14,2331594,125764,65978,274828,232599,0,465201,0,2279,1,648,0
1506,4,13,7410999,121840,133704,296606,405764,1,71461,2,4417,2,968,2
1507,6,16,977749,56296,588051,74169,541845,1,375779,0,902,0,691,0
1508,6,10,928017,84469,191704,55373,114966,3,131289,3,3069,1,685,0
1509,7,5,5160856,403146,287721,207650,535936,1,128725,3,3570,1,782,0
1510,2,17,49572,16277,9693,39495,477493,1,322487,0,4650,2,287,1
1511,7,12,5540528,406289,109450,195859,564848,1,267179,0,2441,1,934,2
1512,0,0,3398991,508155,255993,215326,327486,0,60404,2,1831,3,841,2
1513,4,6,5751106,192621,111245,129753,209706,0,378966,0,1898,3,101,1
1514,8,14,3180658,183813,74263,78888,156381,3,50112,2,2551,1,342,1
1515,0,13,4603938,593612,317852,246579,568474,1,131164,3,4734,2,319,1
1516,5,17,8658881,534855,105372,217141,518386,1,414652,0,4585,2,548,0
1517,6,5,767682,95694,63860,264817,286589,0,141036,3,1125,3,501,0
1518,8,11,1581140,144275,55332,74935,350724,0,200866,3,3422,1,147,1
1519,0,6,5524285,516181,350883,190325,244146,0,233179,3,3578,1,949,2
1520,4,6,5963829,238187,70938,192372,164871,3,30051,2,1596,3,551,0
1521,6,14,706007,52607,381880,137460,392059,0,158574,3,4112,2,895,2
1522,0,5,3735556,639986,374585,282823,366459,0,305972,0,4622,2,156,1
1523,3,4,4000258,196788,73322,204529,249203,0,424354,0,1038,3,826,2
1524,7,18,6364229,532304,351556,230561,388949,0,430270,0,1840,3,478,1
1525,0,1,3963955,510772,115614,268646,179215,3,54670,2,4544,2,865,2
1526,7,4,7345981,508073,368508,142562,181315,3,400998,0,672,0,603,0
1527,5,16,8223945,916926,593361,96317,129530,3,319638,0,510,0,494,1
1528,3,19,1659034,187084,96344,24757,56333,2,159669,3,3875,1,925,2
1529,2,11,53027,18707,7410,144412,506248,1,211311,3,2117,1,708,0
1530,1,18,3433137,90557,37111,25621,513682,1,399124,0,1052,3,727,0
1531,4,4,6305046,116331,134876,296343,127668,3,282510,0,1712,3,877,2
1532,1,0,2862163,59584,77363,115654,289632,0,491052,0,2227,1,825,2
1533,8,11,3408962,148394,111002,154837,113840,3,166941,3,3124,1,123,1
1534,1,16,3409388,70284,45938,145601,127501,3,99729,2,3971,1,895,2
1535,0,11,4099783,571934,289793,147681,236900,0,349076,0,1154,3,924,2
1536,6,5,824741,57965,435849,158527,293996,0,354929,0,1711,3,833,2
1537,1,9,2340509,67608,35077,225956,306519,0,162626,3,2397,1,151,1
1538,0,17,3253275,583590,238506,109088,581044,1,45537,2,2386,1,192,1
1539,8,10,3411049,196191,73693,111129,132749,3,168666,3,2076,1,354,1
1540,1,8,2608766,72749,36653,112948,540432,1,181662,3,1987,3,293,1
1541,2,12,15208,16513,5232,172440,206258,0,310792,0,1923,3,385,1
1542,0,5,4650995,586148,337279,104451,101037,3,478784,0,4839,2,808,2
1543,4,12,4910606,161909,123885,89663,413120,1,299598,0,3176,1,446,1
1544,6,18,485133,86287,53707,208534,272717,0,229383,3,4727,2,785,0
1545,4,8,3958817,247530,114797,150636,268486,0,314732,0,1310,3,593,0
1546,0,9,3563553,555014,202268,222320,448631,1,371126,0,2867,1,338,1
1547,2,9,58471,28187,6710,23710,586192,1,25266,1,715,0,992,2
1548,2,7,80697,28581,6985,87680,335065,0,181601,3,1080,3,511,0
1549,2,3,38793,25740,7508,131301,240434,0,191509,3,3306,1,877,2
1550,4,14,6799019,137776,129213,272479,347989,0,335049,0,2374,1,568,0
1551,0,8,5042990,515656,351734,220629,346088,0,264956,0,1670,3,624,0
1552,6,7,708084,67038,237101,289714,154202,3,265657,0,1944,3,479,1
1553,5,19,7244546,579525,302358,52412,459171,1,497798,0,3742,1,464,1
1554,2,12,84839,23243,11681,90686,490182,1,372484,0,1471,3,890,2
1555,5,2,8064190,116936,458792,259219,540812,1,422897,0,3012,1,417,1
1556,4,13,6670279,220103,90502,70727,296463,0,381078,0,1571,3,927,2
1557,8,10,1516045,162385,128480,138184,395471,0,220262,3,1611,3,240,1
1558,3,17,2664983,157035,34651,275973,109530,3,234295,3,2930,1,544,0
1559,0,10,4520775,583807,319051,157888,299613,0,485295,0,4842,2,179,1
1561,6,3,816607,92381,352760,223269,485813,1,305585,0,2023,1,794,0
1562,3,8,1761895,123538,29307,138768,172518,3,366616,0,2908,1,463,1
1563,1,9,2267318,57022,83754,99758,135784,3,368406,0,2781,1,516,0
1564,1,14,2473863,77147,43042,172032,64623,3,335972,0,1402,3,846,2
1565,1,2,2203991,65915,36519,185956,248305,0,180878,3,3198,1,308,1
1566,6,11,873396,67588,323368,135988,342505,0,24901,1,4386,2,597,0
1567,7,11,7368365,278600,364986,165753,551240,1,469302,0,1252,3,901,2
1568,7,15,8438788,763267,578584,194058,566714,1,123785,3,1440,3,618,0
1569,4,2,6308792,196534,111836,199231,179119,3,225448,3,2554,1,722,0
1570,7,11,5776390,647901,483996,198873,377915,0,309423,0,3978,1,596,0
1571,2,0,31472,21853,10871,217585,404139,1,445778,0,1530,3,237,1
1572,3,0,3075623,154184,94643,175936,231944,0,317456,0,4147,2,634,0
1573,2,18,77130,28809,6021,241371,374370,0,69329,2,4897,2,665,0
1574,1,0,3902982,81186,78353,159949,297911,0,410036,0,3406,1,827,2
1575,3,0,1989142,111770,48448,285255,225337,0,235904,3,2490,1,852,2
1576,0,19,4978300,612907,320612,59800,540284,1,174848,3,604,0,533,0
1577,2,7,78019,18597,12050,217782,68030,3,37063,2,2404,1,296,1
1578,0,6,3464890,630572,210599,126805,475367,1,49937,2,2787,1,805,2
1579,6,19,516772,81054,411871,38327,513492,1,432842,0,4540,2,667,0
1580,0,15,5000785,644933,113486,255160,245966,0,287287,0,724,0,989,2
1581,5,17,9120615,283237,475206,143390,481625,1,348732,0,3707,1,188,1
1582,4,2,6041643,129512,95986,210821,317564,0,177550,3,2619,1,274,1
1583,1,18,2253235,85348,81739,166084,157706,3,268864,0,3382,1,302,1
1584,7,16,6609890,559303,299211,111400,447640,1,169564,3,3756,1,509,0
1585,3,15,2229458,166820,45716,44503,476660,1,325755,0,4226,2,661,0
1586,0,17,5389428,641353,334098,231616,131524,3,412056,0,4819,2,773,0
1587,8,1,1716063,115578,63876,63519,552658,1,205224,3,2517,1,264,1
1588,4,2,7987092,104583,97055,277591,386506,0,360038,0,4431,2,381,1
1589,6,7,989453,89874,333675,292944,428755,1,165981,3,2555,1,534,0
1590,0,18,3557273,595444,319622,98375,460612,1,267592,0,2935,1,624,0
1591,8,12,1785534,156226,112332,23952,345401,0,317879,0,746,0,576,0
1592,1,19,2023338,75386,86195,248541,131926,3,43467,2,1674,3,123,1
1593,1,12,1917473,73234,41965,196310,66506,3,106565,3,4710,2,653,0
1594,2,19,96183,29907,8427,77167,225383,0,255715,0,2174,1,623,0
1595,3,13,3612523,184850,89256,192191,172962,3,274136,0,3693,1,541,0
1596,1,3,2477793,51832,34245,99304,239723,0,111738,3,1912,3,708,0
1597,4,19,7256476,135188,96711,295174,57118,2,150221,3,4133,2,545,0
1598,6,17,576275,52767,117016,109809,572864,1,335498,0,1577,3,843,2
1599,4,12,6380885,111713,91851,103788,514099,1,221804,3,1190,3,625,0
1600,6,0,891968,51131,420405,21756,158413,3,97545,2,1035,3,237,1
1601,8,12,2032227,80643,78436,112524,589293,1,130934,3,3611,1,730,0
1602,3,12,3083806,157620,88014,296080,431807,1,336665,0,4916,2,242,1
1603,3,13,4709200,170960,27026,47120,193123,3,182130,3,3452,1,868,2
1604,2,4,17044,19663,8629,190764,274279,0,253117,0,880,0,295,1
1605,2,15,22071,19513,11411,181720,278248,0,447758,0,4265,2,261,1
1606,2,16,30089,27357,7985,204645,277192,0,249004,3,2397,1,456,1
1607,2,17,17069,15278,7419,127101,453834,1,107324,3,1057,3,762,0
1608,3,7,4047417,104171,65820,134074,171936,3,382206,0,3715,1,686,0
1609,3,13,2928975,157149,78142,202392,439159,1,22395,1,3391,1,452,1
1610,0,19,5159405,556373,191506,79402,218639,0,273059,0,2973,1,870,2
1611,8,15,1946997,184228,144997,107962,377536,0,442331,0,2128,1,189,1
1612,5,3,11606249,586911,613180,119759,164095,3,214877,3,4816,2,515,0
1613,7,18,7994396,580714,307504,61741,306015,0,432312,0,4932,2,891,2
1615,4,6,6471152,223083,81688,289539,88300,3,140615,3,773,0,750,0
1616,4,3,6587554,249531,118217,281413,305254,0,301612,0,1766,3,912,2
1617,6,3,971931,98299,84017,226346,118892,3,170268,3,4898,2,637,0
1618,8,2,2901802,62168,108419,37236,95531,3,85355,2,1932,3,298,1
1620,6,5,406113,53243,81514,176298,262566,0,254031,0,1436,3,250,1
1621,6,7,976747,72033,220154,20145,439928,1,391397,0,4900,2,552,0
1622,6,17,285473,92605,566141,294711,528449,1,155850,3,4113,2,209,1
1623,2,4,47969,21249,11335,262256,140303,3,164256,3,3700,1,345,1
1624,6,1,425461,77169,548452,214662,438311,1,440016,0,1679,3,697,0
1625,1,13,2358697,65406,62836,207414,427416,1,113153,3,2316,1,593,0
1626,4,13,7960775,184405,145228,122427,241500,0,326595,0,2494,1,475,1
1627,6,18,358933,73426,520070,271499,274461,0,403193,0,3845,1,761,0
1628,7,1,7991857,438314,311296,129862,310497,0,464721,0,2173,1,805,2
1629,4,6,5246221,124696,85632,234241,439888,1,299546,0,1403,3,922,2
1630,4,15,3520848,142535,77919,238558,213371,0,265322,0,744,0,87,3
1631,7,5,6284963,870216,486185,142310,78179,3,302383,0,4013,2,707,0
1632,2,14,77573,20557,5491,202087,144374,3,283131,0,1524,3,51,3
1633,6,5,982243,86673,75825,159222,409624,1,190010,3,597,0,678,0
1634,3,17,2121133,141435,47504,236434,548229,1,286227,0,2927,1,286,1
1635,0,5,4710944,664187,188795,225212,469278,1,74502,2,2842,1,815,2
1637,8,18,3325660,77746,79512,186732,215412,0,94418,2,2657,1,587,0
1638,6,3,868259,53953,580145,244987,304373,0,408396,0,3265,1,429,1
1639,1,8,1625961,65911,52286,278108,146345,3,386572,0,1490,3,382,1
1640,7,6,7674269,605308,449621,270325,231794,0,265885,0,3599,1,678,0
1641,3,1,4016579,199892,77550,211399,388140,0,399962,0,4575,2,406,1
1642,0,9,3382395,587473,243719,293795,582010,1,153662,3,4731,2,358,1
1643,3,2,3432277,116564,53948,261126,252079,0,49288,2,845,0,857,2
1644,4,2,7775362,220322,85352,124831,221455,0,497607,0,3871,1,898,2
1645,2,19,46931,17694,6298,231566,172846,3,307768,0,4095,2,91,3
1646,1,19,2184971,76435,41473,162799,151336,3,103061,3,2573,1,648,0
1647,0,14,5402412,629916,271726,54208,194983,3,121704,3,4637,2,433,1
1648,0,4,5355942,649828,151529,240996,178528,3,139238,3,3364,1,659,0
1649,2,1,96561,21818,7337,25080,574639,1,225334,3,1059,3,143,1
1650,4,0,5684482,180383,110438,23490,176485,3,419759,0,1935,3,404,1
1651,8,8,2812260,65253,27479,31604,452357,1,237864,3,1429,3,268,1
1652,8,15,2554902,155931,138237,299712,362826,0,461185,0,4044,2,947,2
1653,0,11,4019349,628001,332845,202684,82575,3,374498,0,605,0,689,0
1654,7,5,8107764,571762,203850,152539,468461,1,33430,2,3046,1,141,1
1655,7,4,8199346,614025,453626,256818,378261,0,378754,0,2218,1,763,0
1656,2,17,71863,28437,12267,297772,179194,3,77249,2,4471,2,737,0
1657,8,7,3443776,195927,32100,142439,526482,1,319820,0,792,0,620,0
1658,6,3,618182,78443,511921,257865,362689,0,457464,0,4700,2,493,1
1659,0,14,4160185,511782,171780,285445,365157,0,472204,0,3764,1,305,1
1660,6,17,616475,83391,183912,94782,469027,1,184546,3,1905,3,642,0
1661,8,13,2203572,102963,67131,289401,51266,2,119318,3,2407,1,965,2
1662,0,5,4438885,571736,140117,38881,319287,0,72972,2,2459,1,234,1
1663,4,18,4358869,170735,78531,147933,167422,3,168659,3,4805,2,649,0
1664,7,15,6884263,842457,190623,36961,488303,1,262593,0,686,0,763,0
1665,2,3,90550,20213,12265,60526,250917,0,39874,2,809,0,658,0
1666,4,15,4643988,135385,127857,264657,459922,1,199632,3,1106,3,114,1
1667,0,10,3871167,594615,229039,92896,317457,0,260994,0,2441,1,619,0
1668,1,5,1772304,58386,94424,226926,554707,1,399988,0,4146,2,84,3
1669,6,17,280307,80104,77385,82845,293232,0,321895,0,1772,3,81,3
1670,2,19,71045,21186,6691,122712,544464,1,222744,3,2175,1,244,1
1671,5,12,9790860,422702,397280,42518,573364,1,474401,0,3394,1,369,1
1672,7,18,8247198,672230,531167,252508,259088,0,165501,3,755,0,688,0
1673,7,1,7080473,583176,259105,212417,206852,0,39814,2,3311,1,725,0
1674,8,5,1953797,68902,118541,294287,210609,0,156662,3,705,0,806,2
1675,4,14,4503272,246811,74881,267446,536988,1,137044,3,1735,3,673,0
1676,3,1,4463293,140511,89579,94496,570824,1,52740,2,4188,2,908,2
1677,5,17,10567247,863806,506247,172960,417769,1,75994,2,1270,3,857,2
1678,0,3,4345041,685182,318388,181323,413399,1,30303,2,1192,3,216,1
1679,1,7,1779259,59492,37672,268468,563441,1,53180,2,4512,2,393,1
1680,0,6,3659462,689504,220471,248587,125716,3,424993,0,2589,1,57,3
1681,7,2,6321257,585676,602932,178250,512789,1,454882,0,2966,1,578,0
1682,7,0,5745598,342235,303973,264998,81483,3,393420,0,3562,1,978,2
1683,6,14,871754,88349,56896,162913,529726,1,115756,3,646,0,611,0
1684,2,0,17216,22128,8402,295307,355173,0,182277,3,619,0,913,2
1685,6,19,693540,67426,379663,114311,486683,1,54234,2,4782,2,308,1
1686,4,6,4695960,187056,135047,254711,336389,0,167778,3,3599,1,725,0
1687,8,16,2121741,175051,119385,48141,413662,1,38699,2,2879,1,477,1
1688,7,11,7267859,742620,564300,204178,448710,1,32583,2,4854,2,385,1
1689,8,13,2801385,90010,107628,123080,103097,3,283983,0,4810,2,706,0
1690,1,7,2281213,94087,94007,120689,478646,1,237501,3,2279,1,602,0
1691,3,5,2395372,85327,32995,47480,389185,0,246352,3,551,0,319,1
1692,2,13,23048,19590,11861,225874,163495,3,291127,0,1163,3,269,1
1693,6,0,758311,51374,208721,136256,418781,1,189553,3,4004,2,274,1
1694,5,1,11108011,928643,348263,196525,590094,1,315333,0,1082,3,866,2
1695,6,18,849678,64818,95749,299717,256202,0,498877,0,2955,1,280,1
1696,0,19,3114132,516730,145642,122329,276264,0,223232,3,4214,2,844,2
1697,2,5,97110,29975,8011,65486,204384,0,211862,3,1886,3,631,0
1698,6,12,904996,99713,271014,180110,484219,1,96281,2,933,0,514,0
1699,4,6,7910314,245615,138007,72109,274577,0,348419,0,4344,2,711,0
1701,8,17,2283185,135436,52919,258344,593773,1,440964,0,3248,1,621,0
1702,1,7,1960283,87319,51415,79705,384522,0,64405,2,4751,2,726,0
1703,2,2,15368,19152,11587,103491,565185,1,331367,0,1699,3,935,2
1704,7,15,8388929,816972,546130,122401,343999,0,493316,0,2053,1,638,0
1705,2,17,65999,25938,11112,208137,346244,0,248953,3,2302,1,316,1
1706,0,12,3828435,695235,133957,124501,66073,3,115446,3,1784,3,460,1
1707,7,3,8834654,847302,587828,96847,199005,3,218862,3,2062,1,356,1
1708,8,19,2259283,128418,99878,63669,188106,3,430492,0,4972,2,416,1
1709,2,11,90552,17418,9285,185230,342288,0,369377,0,3825,1,253,1
1710,3,15,3703095,77357,32233,272239,418054,1,83223,2,3018,1,741,0
1711,8,16,3429025,168761,70299,221129,250437,0,123421,3,2771,1,196,1
1712,8,11,3225420,146051,27574,201149,58059,2,134400,3,824,0,778,0
1713,0,3,5497650,576668,193591,22492,317751,0,134749,3,2520,1,974,2
1714,1,15,2280868,55291,44586,181011,533206,1,171652,3,3961,1,94,3
1716,5,10,10772981,564509,585760,49457,88237,3,381937,0,4001,2,452,1
1717,1,4,2824771,54439,55309,28934,214998,0,473927,0,3005,1,513,0
1718,5,14,9476698,472467,624438,152985,409987,1,315477,0,1077,3,421,1
1719,1,12,1925366,64492,51684,253892,450837,1,107046,3,3638,1,330,1
1720,3,8,5005145,159958,55302,195572,203860,0,138181,3,1376,3,382,1
1721,0,7,3606281,535595,331724,109002,387355,0,194312,3,1491,3,914,2
1722,7,18,5169202,751078,599458,20524,149528,3,494104,0,3679,1,360,1
1724,3,10,3478147,108147,45393,180726,590887,1,75977,2,3947,1,540,0
1725,5,14,11911625,375207,139959,148007,512882,1,463957,0,1459,3,196,1
1726,3,7,2261308,179147,48746,167297,79954,3,493772,0,4556,2,78,3
1727,6,0,500928,91702,492261,178611,338897,0,250423,0,2820,1,307,1
1728,3,3,4266215,147257,54310,134263,355262,0,382679,0,4600,2,967,2
1729,2,8,46301,23934,7748,239980,188532,3,106968,3,3518,1,872,2
1730,7,1,6202098,227558,452094,42616,167620,3,331301,0,592,0,161,1
1731,2,0,24042,19637,8274,198755,350221,0,70873,2,3671,1,477,1
1732,7,19,6001635,649172,264609,90057,502433,1,494439,0,1814,3,782,0
1734,5,13,11252623,952129,335387,114319,57142,2,420048,0,4177,2,625,0
1735,3,19,2670932,166538,62234,104372,494855,1,313648,0,891,0,594,0
1736,2,18,35442,16015,10747,46210,75520,3,199851,3,1181,3,902,2
1737,8,15,2618917,167413,77236,117947,70181,3,62747,2,3205,1,57,3
1738,6,1,373020,82314,101361,36620,459936,1,394361,0,4967,2,910,2
1739,6,15,919801,97074,597984,76598,599245,1,351735,0,2105,1,256,1
1740,6,5,594271,88866,458591,135611,364147,0,496138,0,1798,3,824,2
1742,3,9,3330349,103243,85330,45429,427067,1,143962,3,1682,3,687,0
1743,0,4,4763164,659310,328062,235984,503101,1,225024,3,1703,3,382,1
1744,4,5,4761083,187942,90768,204064,182636,3,400621,0,4721,2,477,1
1745,1,10,2877530,72600,82272,54677,407015,1,450843,0,4127,2,847,2
